108	342	357
199	396	328
64	183	62
347	110	361
69	99	126
116	15	179
236	169	212
28	328	184
223	250	439
324	21	306
320	249	168
87	259	105
331	265	349
88	247	304
147	130	170
436	271	220
178	97	107
196	60	182
249	192	114
240	14	74
329	120	193
60	332	71
241	232	237
337	182	368
327	377	51
118	187	37
172	44	152
57	314	117
222	333	64
68	263	208
334	128	12
134	154	166
221	326	44
242	200	151
419	101	348
90	39	130
193	211	31
27	29	38
230	83	207
99	38	70
136	219	301
66	52	138
306	245	155
264	348	190
13	218	191
568	322	251
190	160	21
135	109	50
546	318	316
187	109	110
302	65	366
64	71	332
230	286	78
102	132	203
17	206	19
279	113	200
337	503	259
299	159	80
132	113	87
24	30	31
103	181	106
247	100	231
32	276	187
156	227	193
269	403	205
204	215	202
276	148	421
263	229	104
252	466	270
166	214	147
44	156	212
301	282	294
12	106	341
76	303	347
35	200	117
400	271	202
139	75	123
76	312	344
214	202	160
200	193	219
274	345	161
138	96	53
39	44	77
90	141	76
333	284	276
146	293	269
205	339	199
252	29	190
47	94	227
150	311	254
265	90	220
10	42	10
231	263	298
458	166	326
43	38	75
99	77	38
235	465	258
128	179	111
350	282	37
103	262	94
127	150	271
200	66	38
349	30	120
221	235	77
318	213	196
153	346	310
116	254	147
30	85	44
314	44	89
248	312	99
28	50	4
10	223	65
95	77	186
446	176	320
186	209	90
92	156	26
87	69	198
53	166	40
277	212	477
70	81	146
356	288	101
180	321	182
316	254	217
118	316	249
289	238	169
103	19	179
96	117	338
230	259	106
25	76	3
377	109	307
335	208	8
97	60	230
657	338	332
222	98	278
265	382	125
176	195	91
42	38	14
240	314	134
158	215	114
300	510	285
279	163	235
74	78	60
101	256	65
301	339	482
89	163	186
5	83	8
209	221	23
232	306	79
273	199	442
162	166	75
216	5	308
178	154	75
33	154	178
534	341	347
427	301	325
306	211	258
31	105	317
26	301	251
265	318	401
24	176	115
243	382	146
277	236	370
289	376	108
182	352	175
98	99	207
358	256	136
64	293	275
345	232	328
33	42	117
48	224	216
315	119	430
304	135	239
37	210	48
40	297	167
100	56	158
281	118	308
325	178	346
94	163	210
475	208	278
18	307	332
192	213	210
68	124	25
306	190	139
300	112	221
23	120	84
348	280	299
18	214	246
224	48	134
319	164	429
33	39	145
117	251	163
280	146	147
255	81	254
286	280	262
338	239	312
260	384	166
189	48	198
37	212	199
81	81	161
226	333	430
341	142	203
65	58	197
376	187	243
18	35	18
327	202	328
40	28	29
213	151	114
230	190	141
195	129	315
214	391	212
294	285	515
238	155	9
133	219	250
16	74	241
279	247	315
150	240	128
141	75	31
24	114	77
480	270	293
214	215	199
539	271	326
192	86	44
220	105	162
289	234	155
183	100	34
221	265	256
325	536	297
217	392	297
363	149	229
270	379	224
64	253	224
324	227	119
235	146	144
244	231	262
260	267	163
76	266	299
190	315	453
123	216	284
298	242	212
420	275	169
297	48	200
316	48	45
193	477	346
205	96	51
53	310	289
361	207	262
98	48	72
216	128	153
193	350	215
227	267	269
304	171	63
111	204	90
335	316	294
96	69	87
315	176	189
336	334	43
158	213	217
240	327	321
23	234	234
337	92	367
163	141	176
87	5	43
265	458	294
91	184	123
187	105	99
471	294	236
205	16	172
112	227	156
68	141	116
126	374	249
233	258	128
73	55	63
29	241	267
503	244	289
102	410	345
220	166	275
25	23	54
423	268	347
109	19	335
230	287	456
194	414	309
87	94	157
435	244	295
128	136	271
199	5	303
114	335	256
253	293	459
175	133	269
200	150	229
140	325	264
53	48	78
271	228	220
145	343	179
152	143	179
65	99	96
12	11	6
9	192	118
113	90	106
209	374	294
275	229	451
15	153	236
89	74	248
251	131	192
29	9	281
140	101	63
155	227	221
322	45	197
81	223	230
249	182	333
207	115	230
152	60	107
125	258	71
157	100	135
431	129	314
549	291	338
135	48	182
330	426	304
253	439	337
290	492	345
225	264	154
155	31	258
211	213	85
66	99	124
237	101	321
109	134	59
110	154	110
256	84	188
8	9	9
211	220	233
188	103	82
40	243	172
88	183	290
118	80	102
264	268	18
167	91	229
263	69	203
55	334	34
303	176	197
3	282	168
228	213	222
104	256	320
60	307	341
209	165	164
40	34	38
119	269	290
234	249	225
99	100	166
128	130	47
292	268	97
155	151	71
63	83	267
237	235	211
73	32	72
219	144	298
179	205	174
186	191	192
297	360	119
214	317	204
169	272	310
201	265	111
197	44	25
103	369	273
303	308	606
322	57	193
111	306	280
238	348	181
175	70	216
335	257	285
227	346	72
287	302	312
266	21	200
316	499	320
282	62	294
334	406	274
373	167	248
236	263	412
200	212	133
132	177	303
82	330	276
350	286	387
175	268	167
98	94	72
146	210	77
328	309	115
195	61	257
311	396	177
8	25	20
242	154	165
271	7	117
101	280	221
455	173	295
271	335	145
286	349	617
47	49	94
209	42	212
153	153	337
164	312	100
313	26	306
20	193	336
340	193	229
35	255	159
183	260	339
317	75	388
216	383	252
248	311	310
257	69	326
27	8	39
367	90	304
204	329	196
191	204	282
213	319	138
21	169	38
289	225	130
188	360	204
250	164	153
125	278	344
307	344	203
135	242	232
152	160	105
345	191	289
84	163	260
108	205	210
84	128	178
237	143	177
340	93	224
579	312	318
309	60	290
33	85	153
61	25	225
117	77	342
148	343	288
279	418	327
95	181	244
44	199	302
308	51	42
202	257	300
397	272	230
289	331	319
254	190	138
355	327	269
189	151	106
98	61	161
367	338	62
217	283	455
186	123	330
65	94	57
288	242	239
81	69	180
405	297	253
155	273	285
442	249	263
334	281	105
35	35	56
9	155	115
221	390	274
263	321	482
296	152	314
65	100	54
83	21	200
102	79	56
190	220	253
86	88	122
312	182	36
200	519	342
201	278	334
381	86	322
176	139	255
33	379	350
256	97	175
282	190	115
251	122	70
226	90	17
323	307	243
91	96	208
176	261	183
203	168	329
156	101	86
241	106	167
71	39	85
481	341	155
196	288	251
263	75	278
69	58	93
104	253	185
133	234	282
62	107	116
279	222	437
217	163	64
57	122	155
253	169	145
486	298	226
312	86	262
163	67	135
44	268	167
170	107	218
327	233	131
428	241	298
52	131	91
34	26	30
80	164	141
360	290	175
118	180	224
443	289	214
194	59	144
342	263	190
55	218	198
55	104	50
341	256	236
275	323	45
182	232	363
284	144	202
142	127	52
78	84	36
512	273	292
293	238	158
304	117	188
217	132	122
74	40	160
279	312	224
322	233	9
310	459	283
129	10	68
310	41	289
169	370	285
268	106	355
284	279	363
213	29	327
115	272	330
234	302	272
91	221	215
350	325	132
68	18	86
169	170	240
137	324	117
296	257	266
328	448	205
163	8	278
196	344	203
111	346	229
144	6	196
177	208	119
304	183	363
43	232	210
116	117	62
485	345	260
519	350	200
288	236	122
143	200	266
163	123	279
148	98	124
99	83	167
114	69	33
218	45	29
192	42	87
318	386	159
261	51	302
289	329	199
172	254	63
83	105	59
294	116	60
47	201	239
314	304	116
235	393	245
179	56	53
327	77	90
75	125	166
241	186	310
25	169	154
103	42	128
86	200	231
118	110	9
131	227	118
287	288	83
19	332	326
131	77	102
41	39	64
335	118	407
150	274	212
47	196	193
112	81	157
343	112	93
36	87	295
95	103	80
332	103	208
25	143	50
130	326	176
279	283	319
78	19	188
276	525	318
378	314	278
327	345	603
275	373	328
162	108	178
183	276	226
165	234	170
210	322	204
273	329	511
245	285	250
149	84	132
307	325	428
166	183	323
208	149	139
234	315	55
59	328	221
180	112	219
163	153	23
202	359	320
274	72	85
384	147	334
150	257	214
89	79	60
113	228	16
179	240	208
344	200	332
309	99	186
161	345	126
127	189	6
260	158	36
171	258	48
153	113	204
81	154	137
113	44	37
25	345	128
248	117	110
128	128	109
74	107	66
57	88	46
338	172	284
270	455	240
188	71	99
252	186	331
130	77	143
87	162	183
244	136	169
134	145	127
226	238	411
269	307	337
210	295	255
391	201	343
238	50	274
90	82	204
35	162	99
208	345	70
216	88	173
287	212	372
340	448	112
153	258	348
222	227	189
107	346	307
174	21	39
76	155	172
305	471	245
128	113	14
204	219	253
137	117	109
132	234	159
105	337	369
127	218	135
89	38	86
309	246	144
374	201	311
150	118	21
250	126	202
225	262	436
18	60	28
272	223	450
163	101	84
235	300	147
316	258	194
60	125	72
105	135	133
246	283	104
345	665	337
336	289	315
190	201	36
40	179	341
54	50	41
121	80	308
401	230	327
137	233	363
108	61	148
319	324	89
246	315	110
337	343	244
274	329	11
49	241	273
135	75	121
5	170	121
290	239	137
348	317	279
120	219	134
143	320	18
185	313	301
286	290	38
207	63	127
163	490	341
65	75	118
245	57	292
346	209	130
271	522	280
108	219	109
291	223	277
294	92	23
206	282	229
16	283	83
301	99	272
345	140	218
298	181	159
157	143	196
243	365	155
95	291	317
100	151	69
311	10	197
181	91	69
359	240	264
522	336	343
318	601	322
245	52	121
272	164	262
289	401	281
165	127	125
332	227	130
134	24	190
76	34	46
294	15	134
107	256	122
257	94	224
123	268	77
190	248	349
5	245	293
124	69	84
457	309	298
21	80	61
159	263	151
299	294	91
319	302	602
509	246	269
187	147	180
66	121	90
419	296	151
264	317	110
100	47	60
220	189	74
121	258	285
119	270	163
482	249	245
300	29	320
272	233	227
277	212	116
196	332	466
223	137	114
235	326	226
55	149	108
206	203	69
106	235	239
117	201	104
249	224	323
98	84	269
213	11	344
50	290	101
321	383	78
109	189	208
14	95	261
222	153	215
157	346	157
241	71	18
349	112	25
176	105	184
53	94	104
132	26	119
116	128	287
50	39	265
137	84	151
148	273	299
293	187	126
195	94	284
101	179	317
319	175	227
271	364	302
232	369	272
131	158	167
82	340	343
203	191	233
347	79	208
201	86	306
9	331	314
132	214	199
269	223	89
55	108	87
151	149	295
238	295	218
182	93	263
308	216	300
169	74	30
152	207	106
221	284	317
104	218	261
234	184	68
106	57	74
225	37	216
44	165	77
145	154	276
92	78	34
152	200	230
327	210	262
293	299	442
335	258	75
85	339	377
257	8	3
50	72	159
237	373	271
110	322	306
114	195	122
108	253	305
291	122	244
108	36	229
116	278	69
356	223	262
82	215	200
149	277	264
335	195	90
357	216	248
205	296	117
268	529	274
300	287	511
104	299	8
234	235	384
281	310	515
244	565	338
210	63	166
346	225	182
321	237	486
298	289	148
424	152	312
90	205	211
209	221	135
104	270	202
123	165	223
275	168	316
140	287	23
16	316	32
365	295	120
126	140	304
56	330	284
4	81	292
241	301	78
55	141	103
269	471	262
243	204	312
334	155	26
321	427	217
50	207	17
241	150	168
196	337	134
30	47	40
252	258	357
87	226	69
227	294	206
60	22	204
89	387	347
153	357	301
168	150	80
12	3	24
62	117	80
12	54	97
344	253	201
33	77	42
340	175	175
157	267	349
184	228	81
229	478	261
222	364	232
590	335	323
183	102	242
85	347	242
44	180	137
233	256	47
25	268	209
61	43	127
160	42	55
250	278	465
238	185	346
133	170	45
391	337	106
322	449	304
240	548	330
343	264	289
293	523	281
230	11	73
78	140	100
142	138	105
242	119	20
58	320	13
259	137	54
231	179	217
154	153	163
465	313	269
157	91	145
326	344	503
267	7	208
251	134	150
153	167	277
202	211	134
222	352	208
31	72	265
267	126	350
217	298	293
236	333	32
121	219	68
159	68	74
200	95	169
8	79	336
223	28	284
143	144	150
235	159	282
247	370	349
278	231	346
162	140	300
65	198	133
55	306	29
66	38	96
134	9	302
376	142	322
86	8	239
369	260	220
283	282	192
245	387	238
168	250	330
63	69	123
229	323	218
87	311	39
12	31	4
60	62	6
331	262	213
320	576	277
338	208	240
463	287	334
152	83	7
24	28	48
432	241	240
293	342	98
226	219	355
205	64	33
303	498	243
78	220	149
256	100	95
33	13	41
218	29	174
145	66	229
58	10	61
144	200	335
62	75	190
54	116	66
140	142	40
31	118	306
210	446	315
159	45	240
373	254	195
27	188	195
170	158	8
482	179	348
219	125	138
56	27	181
165	253	207
33	86	45
209	396	189
247	303	434
335	122	236
429	325	194
382	220	314
254	322	518
251	139	190
195	25	326
96	125	46
117	9	221
92	105	302
146	80	10
494	343	279
86	59	29
380	168	216
299	143	213
107	146	107
265	226	305
97	85	283
97	126	9
100	283	93
167	53	60
205	160	100
342	64	349
56	101	61
199	238	331
79	269	348
71	107	131
237	128	208
44	168	177
201	118	109
28	184	155
44	48	103
196	150	114
128	201	81
217	23	132
200	247	228
94	173	112
84	68	133
321	56	90
151	89	63
96	34	125
98	69	29
320	71	28
13	240	55
139	84	162
226	216	155
124	199	250
137	58	213
272	218	296
13	243	100
100	11	21
234	56	262
293	198	357
164	198	173
106	81	167
448	332	164
211	298	278
280	323	249
11	118	283
202	215	282
97	162	332
280	312	233
20	67	140
186	197	43
294	161	177
107	230	287
89	106	16
68	94	18
294	116	216
373	264	253
152	21	10
106	202	343
135	172	235
32	89	4
202	191	255
350	34	22
156	88	150
316	102	196
349	500	325
66	103	90
21	244	300
9	260	5
250	388	202
34	33	15
170	349	393
336	85	70
300	193	254
92	77	114
245	91	313
248	9	320
258	269	316
367	319	278
129	85	184
31	39	67
316	453	291
204	133	85
358	150	280
220	248	286
175	161	7
399	278	257
26	259	278
43	36	63
66	77	34
200	280	168
366	53	314
270	102	37
119	127	146
274	361	241
27	58	58
98	298	284
124	7	84
280	80	328
173	136	212
271	182	59
238	247	299
305	94	110
244	206	179
181	158	257
159	219	193
176	105	213
109	53	72
281	152	271
104	134	36
317	110	324
118	122	70
189	5	86
280	83	339
117	82	51
263	118	356
56	91	116
403	336	313
133	188	224
437	337	346
115	136	119
497	253	324
201	164	268
89	98	143
57	324	271
282	12	291
51	86	100
109	132	217
316	93	89
203	43	36
50	12	26
83	154	142
125	120	123
132	197	97
270	395	331
121	277	185
146	174	51
64	137	145
175	338	222
213	225	381
115	152	161
150	175	98
225	139	229
26	26	23
518	225	321
152	392	245
113	436	345
261	146	256
236	246	282
63	182	249
299	54	212
332	280	275
162	129	110
335	125	338
166	179	40
7	74	218
137	315	174
181	277	338
71	80	108
87	112	58
286	98	16
255	93	91
163	330	350
158	232	218
133	97	68
6	34	36
94	106	10
212	180	215
71	110	54
483	237	290
315	212	140
20	4	7
414	241	189
112	161	82
344	335	212
333	85	274
81	82	114
239	4	223
48	69	56
230	259	284
3	15	15
379	330	80
213	193	65
621	326	313
102	176	26
24	36	21
100	44	120
234	333	312
267	407	143
201	189	388
271	311	285
281	375	150
252	196	140
180	208	298
259	341	265
251	172	202
236	249	210
254	198	39
405	234	340
456	285	294
291	187	164
188	199	116
114	163	23
175	416	304
22	265	205
277	258	139
98	71	57
136	112	31
310	88	386
111	281	4
66	96	139
287	229	499
29	255	172
223	288	382
251	304	231
335	144	272
50	69	64
104	29	207
95	215	64
277	308	426
7	161	349
150	51	118
133	158	281
169	87	112
266	484	298
64	262	295
254	308	140
122	228	204
227	44	95
55	253	254
225	153	172
142	215	280
85	27	108
174	160	107
7	104	81
111	318	323
