44	63	81
57	16	86
98	79	37
26	58	52
36	14	36
92	20	97
48	3	97
18	9	72
68	3	47
1	37	1
36	24	13
10	18	66
88	69	56
76	21	30
42	13	49
52	78	44
65	69	26
20	48	2
69	83	22
50	38	10
21	9	100
79	13	58
22	16	66
64	99	6
82	43	78
46	84	96
41	26	56
90	11	99
53	18	97
32	92	99
17	16	83
54	63	5
44	33	100
68	88	3
49	42	85
56	55	63
38	85	10
62	88	62
92	7	68
85	4	84
86	100	36
90	94	42
91	24	78
39	58	43
59	44	12
75	32	93
96	39	75
75	62	10
52	6	85
7	56	28
59	59	34
98	27	35
14	12	27
8	87	55
98	1	77
73	9	78
66	72	15
39	100	17
42	31	75
39	8	72
51	14	63
7	46	26
28	43	58
72	65	46
73	61	99
52	43	31
41	56	76
78	11	13
19	43	7
85	7	55
16	79	99
22	71	60
87	64	64
82	100	54
58	52	82
2	61	77
31	94	81
25	83	40
37	24	96
77	82	39
33	10	59
70	7	23
37	92	97
77	10	31
20	40	3
93	40	8
69	93	32
66	7	78
23	59	46
9	21	20
9	70	61
29	82	94
82	80	81
34	59	74
25	81	54
36	8	35
54	67	74
37	99	44
58	13	21
54	65	20
62	30	64
38	39	50
86	41	45
79	54	31
5	94	41
29	63	4
82	57	42
82	7	92
54	23	96
86	9	50
20	57	54
46	13	93
50	25	62
29	75	66
10	15	13
6	16	96
13	14	7
53	85	91
77	96	32
21	65	73
47	9	3
78	50	86
39	77	42
73	85	4
39	7	5
9	99	46
100	33	9
69	24	31
2	31	98
8	93	95
51	24	23
27	99	97
27	37	89
13	46	65
6	72	56
86	9	86
73	25	31
57	74	83
3	19	9
64	86	51
84	52	61
64	64	62
29	82	87
63	87	92
52	79	4
78	6	21
27	93	11
7	49	1
84	51	59
37	16	65
70	20	29
77	49	32
53	32	95
9	37	62
41	3	92
39	76	57
48	87	32
65	30	5
25	90	11
12	81	16
65	18	42
55	30	34
4	90	96
29	59	41
95	2	98
76	77	30
29	46	91
40	59	75
76	100	51
81	99	72
2	77	68
68	71	61
4	6	27
45	95	24
9	35	12
20	93	72
31	99	8
49	6	14
97	69	71
4	76	7
47	31	35
90	65	80
30	24	69
64	88	32
94	73	40
79	69	89
66	7	90
17	84	38
66	18	52
97	41	92
2	5	20
48	63	17
82	7	32
10	12	39
43	20	67
7	99	3
46	36	28
55	100	22
13	22	98
79	43	100
66	66	54
34	59	100
92	46	39
22	16	73
10	66	28
84	55	76
17	26	68
10	99	82
21	79	57
58	52	100
21	100	83
9	64	59
3	78	100
37	80	32
16	99	30
90	24	91
87	35	6
42	63	31
35	29	77
4	7	47
27	85	24
79	50	57
6	87	59
6	31	38
33	53	32
2	68	85
26	14	78
66	98	70
83	82	57
47	52	43
59	79	24
61	32	77
97	89	53
19	23	33
63	99	46
64	54	76
94	53	3
30	55	18
91	20	81
28	38	80
25	77	89
20	27	14
39	46	46
29	36	66
22	40	94
30	98	70
41	6	72
86	14	72
70	58	52
56	11	31
11	32	66
49	8	99
90	34	83
29	29	60
17	9	83
29	65	81
73	92	76
36	58	32
76	76	45
77	92	71
56	5	69
73	7	48
80	70	70
77	100	56
86	48	70
28	32	99
39	20	87
94	85	79
63	67	11
51	79	33
11	25	6
15	32	32
50	45	21
66	42	2
89	3	45
47	13	46
35	52	24
36	88	76
79	59	69
11	45	28
73	86	87
69	10	67
67	38	42
36	73	10
84	79	36
37	56	31
36	47	78
7	41	79
57	55	45
26	2	62
85	87	67
52	20	63
92	62	4
53	76	47
10	32	86
71	2	11
29	24	35
46	19	77
76	72	48
8	36	94
89	14	99
74	79	34
72	52	28
24	90	17
66	45	64
83	51	66
84	46	70
33	3	33
18	45	100
95	65	72
17	42	21
65	62	63
67	86	80
89	77	98
78	56	91
32	90	46
86	16	74
48	23	38
25	46	98
50	79	11
62	40	51
24	90	78
84	51	72
83	81	61
94	66	83
12	86	70
31	84	98
40	47	1
56	31	23
5	79	91
61	27	36
62	61	4
54	32	89
80	41	41
72	9	5
69	21	8
62	82	8
84	17	5
40	88	97
38	2	22
67	15	94
55	64	99
26	99	5
99	53	76
17	6	68
83	100	100
97	1	62
52	28	23
77	33	81
6	27	4
65	93	48
74	55	1
27	46	37
91	72	92
85	48	85
11	43	64
57	67	86
14	54	11
57	41	80
4	33	51
79	37	67
58	13	27
97	11	42
55	97	1
38	25	10
44	85	19
8	70	69
46	25	57
12	43	52
77	58	63
75	19	83
88	50	58
59	4	35
91	90	7
7	62	70
46	45	9
5	81	78
99	99	56
15	9	39
41	78	94
81	18	100
55	15	99
77	73	25
14	83	71
76	89	66
51	34	43
45	33	58
95	92	22
44	93	22
12	57	42
76	68	14
24	29	94
5	99	10
12	44	93
86	97	100
32	83	84
40	89	79
98	82	38
34	6	79
91	84	53
82	39	13
82	45	44
85	33	13
79	48	76
85	87	94
94	26	3
17	43	30
55	33	58
29	73	99
57	66	83
41	72	64
84	81	57
67	67	95
14	97	39
39	24	22
23	49	69
90	35	81
26	5	26
97	16	24
27	36	90
88	5	14
4	13	94
86	36	76
62	85	58
90	60	35
41	58	19
70	21	45
74	3	79
23	14	95
53	59	52
64	88	6
23	72	37
27	97	96
87	90	14
49	89	41
20	21	27
28	79	6
45	81	65
54	98	8
35	11	22
45	82	5
47	18	54
31	15	8
36	34	32
42	8	97
14	44	97
34	76	12
74	75	99
62	93	16
74	6	12
79	74	21
54	86	14
45	96	1
94	15	60
42	78	23
40	61	5
63	67	96
82	63	28
51	13	27
91	72	24
73	98	42
34	37	23
61	97	21
30	13	71
99	65	68
74	21	33
79	42	41
12	85	43
59	29	61
84	74	56
43	2	70
30	28	87
76	49	25
77	92	36
16	40	11
48	52	29
8	47	1
2	26	2
39	82	38
60	38	50
48	49	21
85	84	14
78	91	4
33	52	99
68	24	2
35	34	100
36	14	79
1	72	23
81	50	76
55	73	8
25	19	27
84	85	65
79	82	32
39	63	94
43	24	15
73	52	83
78	58	22
53	80	77
68	75	92
80	63	20
82	46	95
89	51	3
76	64	60
54	71	34
51	38	54
3	63	10
68	11	35
79	57	3
66	27	92
68	23	20
88	91	4
24	57	82
33	16	26
24	13	53
6	70	97
4	27	98
96	70	21
62	50	71
97	65	46
76	71	8
96	33	40
93	87	33
8	72	9
40	6	75
50	79	45
35	88	20
54	54	76
87	43	87
41	39	45
84	59	6
34	65	57
77	93	87
7	32	70
4	8	19
62	26	67
84	75	4
80	84	48
62	4	90
53	77	44
75	25	99
79	26	30
40	1	92
65	63	95
35	3	65
69	65	9
23	25	100
91	17	3
61	99	89
21	45	12
21	52	57
89	3	83
84	70	34
38	50	15
14	46	71
77	5	24
16	58	45
52	63	81
92	65	7
54	41	74
61	23	36
48	73	12
54	96	53
60	5	58
33	24	96
82	9	95
48	50	29
5	35	96
17	6	84
86	62	46
58	43	99
6	49	49
52	28	48
79	7	70
93	11	47
29	85	65
55	20	4
67	67	27
2	73	35
39	57	41
71	5	63
8	17	11
19	15	96
72	48	68
28	63	50
45	30	68
37	64	58
96	44	90
99	10	46
2	57	7
90	58	50
86	72	10
2	63	48
58	68	80
36	97	29
95	79	44
81	11	49
71	71	92
9	65	70
67	93	86
80	44	52
19	36	7
62	76	14
50	15	82
13	75	93
14	56	62
48	32	11
23	33	80
47	6	66
85	69	43
87	1	48
80	66	98
14	44	8
93	45	80
100	35	75
32	98	92
23	91	42
30	99	44
1	15	29
7	61	81
64	37	23
67	57	13
4	38	18
26	73	16
58	55	65
10	56	67
58	50	90
40	6	52
70	66	30
3	4	89
60	62	18
91	95	89
97	64	85
62	48	55
15	41	71
66	89	33
67	5	85
63	12	86
3	92	64
76	30	41
93	66	40
65	41	68
6	100	31
54	82	8
96	20	95
18	4	42
90	99	34
23	71	90
53	51	71
36	84	76
84	37	4
63	74	65
1	74	69
43	63	21
63	95	71
2	62	32
40	59	61
46	37	1
71	79	69
28	15	25
81	32	98
14	98	83
28	98	68
100	78	22
11	74	36
95	100	37
96	39	22
17	41	30
89	14	86
68	9	34
5	78	75
95	30	51
80	77	5
64	81	50
15	97	33
41	88	61
24	20	96
