-704,2	35,1	-983,5	428	889,9	-264	-18,2	46,9	233,8	141,2	-732,9	-202,1	-407,2	-583,5	679,1	147,2	255,3	-116,8	-241,4	-145,2	-614,5	-552,3	-60,1	602,5	-669,4	-589,1	-763,3	-921,4	-849,1	573,6	935,8	-941,3	281,2	-213,6	-862,7	55	-123,6	-640,5	-190,1	659,6
-217,2	965,3	77,2	-21,4	-368,3	230	-994,3	51,7	740	-866,9	-503,7	-112,9	687,1	-783,8	-260,9	-82,7	-646,5	-57,1	359,7	726,8	-674,1	220	-565,7	-252	278,2	212	-746,7	7	456,4	235	-661,9	-210,4	289,9	-441,6	-857,5	-618,4	128,1	-795,8	-933,3	38
618,4	-359,9	223,3	138,6	-788,9	417,9	70,1	59,2	-317,1	99,3	589,5	-132,8	653	-31,8	34	785,8	83,2	-293,1	468,5	-353,6	-918	908,5	-21,7	596,5	16,9	303,7	934,4	-908,4	-28,8	-132,4	564,3	-677,6	510,5	-933,9	-874,7	-99	678,7	894,4	360,6	51,6
-301,7	-990,5	662,2	544	80,1	145,9	-877	172,7	-763,4	40,8	697,1	-946,5	-670,5	-312,8	-252,8	694	-88,7	316,5	-503,4	-506,3	956,2	-292,7	146,7	-265,1	-834,6	276,6	-94,9	-798,8	-463,1	605,3	-430,5	-567,3	629,3	249,4	474,6	119,6	584,9	-442,2	671,8	148,6
877,3	-265,9	376,4	-340,2	510,7	56,1	-423,3	-358,8	-143,6	977,6	-799	441,7	-396,3	-61,9	-144,3	303	252,8	986,4	-619,8	766,5	991,6	-611,6	-870,7	763,9	-960	-475,6	-427,1	485,9	-17	-67,9	105,4	343,3	286,2	-642,6	-866,8	-424,5	855,4	678	-55,2	-541,1
-104,6	412,4	473,1	-851,6	-484,3	319,5	-932,6	240,7	-850,7	431,7	780,2	-802,7	-746,7	244,5	-400,5	-389	160,4	-858	154,5	492,8	-57,5	29,2	848,2	-357,7	445,9	785,7	190,4	-446,1	-257,2	-490,7	-739,6	-521,1	-573,7	702,9	299,3	359,3	63,3	-144,8	406,3	-901
149,9	822,3	944	-73,2	978,9	220,3	-298,3	482,8	-865,2	-474,9	659,2	-790,6	-834,8	661,6	-754,3	515,6	874,5	-443,8	739,1	-195,9	309,1	52,7	686,3	-944,9	-754,6	739,6	283,6	378,5	297,5	763,6	343,2	880,1	44,7	-140,4	724,6	-547,9	442,8	135,4	-614	248,3
-87	-252,1	-54,1	904,4	-84,9	19,5	-552,8	955,5	128,5	43,1	-964,5	-3,9	-602,9	-902,5	-520,7	928,7	607,8	6	925,2	-834,5	-247,4	26	-151,6	-667,8	586	625,9	-32,7	916,5	-169	-393,7	442,4	-518,6	-730,2	55,6	-743,5	-806	-669,4	-559,8	-131,3	-357
808,9	888,8	-746,9	780,1	645,4	918,5	-240,7	936	-295,6	-775,3	163,2	-361,8	-799	-298,4	-54,3	527,9	358,1	638,1	837,9	610	-744	813,8	142,6	-862,2	-977	766	-642,2	-845,3	-151,5	-144,1	-617,3	988,1	-109,1	-186,6	-383,2	-460,3	91,4	-930,2	609,1	135,8
-416,2	642,3	-427,2	-68,9	201,2	-654,8	-789,7	-2,5	462,9	649,6	-937,8	-487,9	-864,4	-799,7	585,3	-474,6	-610	17,4	130,6	920,8	-311,4	656	-440,4	923,8	-735,5	-278	-686,8	628,6	-934,2	773,3	470	244,9	-639,7	690,4	-961,3	59,4	731,2	540,5	-453,1	-35,8
-911	-73,2	974,7	316,6	431,3	603,7	-122,1	-470,1	-659,1	581,7	-890,4	-701,8	182,3	-501,5	768,5	-745,1	775,4	713,1	-389,6	11,9	726,3	812	-844,4	908,7	-393,3	334,4	81,2	-265,2	643,4	150	-782,9	-145	944,7	-410	-23,7	322,7	530,4	679,9	-979,7	-832,1
144,3	-498,1	304,1	-224,7	-713,3	164,6	765,7	-921,4	-716,2	-738,4	-864,2	838,4	741,1	-580,6	400	177,9	-807,8	-701,8	281,9	667,9	-421,3	-595	-452,8	-427,5	19,8	-391,5	-257,8	-298,8	288,6	-393,6	917,8	400,1	345,8	-497,3	845,2	514,4	-473,7	-158,7	894,7	201,4
411	258,6	910,4	-817,1	189,8	51,4	159,8	381,4	765,8	-502,3	-641,4	-236,7	874,4	-46,7	81,3	11,8	-988,1	-770,8	-888	494,7	-917,7	149,9	868,7	847	147,9	562,8	-798	-896,8	-578	809,2	178,3	-462,6	98,8	-183	-607,4	-112,8	-794,7	-638,4	-110,6	106,6
-198,4	231,3	393,1	111,4	772,6	-431	-368,6	-312	64	-775,4	854,5	133,3	-373	477,2	1000	679,6	487,7	-983,9	571,2	570,4	-979,5	-404,7	-933,5	900,6	-280,2	-77,5	-851,7	-343,5	-684,4	-702,1	870,6	461,3	324,3	771	-126	-338,7	-154,4	35,5	283,6	987,2
-554,2	807,2	-877,1	-699,7	807,6	845	507,2	991,1	212,7	649,7	288,9	-305,7	-107,1	265,8	-658,6	-221,6	914,5	86,5	932,1	534,7	-382,3	83,7	-87,6	-109,7	680,2	826,6	-148,1	946,5	-634,9	-876,4	-427,1	-230,4	948,3	-413,1	-666,4	175,2	-944,7	-666,9	-548,5	50,8
834,8	841,8	555,4	623,2	551,7	-641,7	387,5	-614,6	320,9	121,4	-819,3	864,5	879,8	649,6	806,6	-209,1	393,5	610,3	501,7	-663,6	-271,8	438,1	-145,8	940,5	61,4	-287,5	393,7	605,9	974,7	-503,1	706,3	839,3	83	98,7	562,1	39	-942,8	-653,4	296,8	422,2
-28,4	-388,6	299,5	101,9	-744,5	-358,4	-784,8	-8,8	-484,8	-518,7	847,9	118,7	374,8	-840,3	-819,2	239,5	-648,7	289	-439,3	734,6	-568,7	483,9	415,3	-314,2	-183	80	40,6	128,9	-128,2	-715,5	-688,9	737,7	522	-27	-131	936,6	25,7	-749,9	838,7	-958,2
640,6	998,7	237,9	816,5	737,3	627,9	-589,4	747,7	251,2	748	570,4	990,2	-514,4	489,9	-365,7	-58,8	-597,2	289,6	-237,9	-389,2	21,5	-518,8	-489,3	-981,1	326	-354,2	-317,2	870,5	-772,5	243	879,6	152,6	954,5	-323,9	181,9	-679,5	45,8	618,6	948,4	-185,7
208,2	-919,9	139	65,3	207,7	152,8	-54,6	-908,5	470,2	-890,2	-212,6	-558	-918,4	989	-737	-447,5	31,2	183	-354	138,3	-678,5	557,8	-679,6	-112,9	-133,1	278,4	-489,5	-498,5	-576,1	711,8	183	474,9	-977,1	816,2	-154,5	-684,9	-661,5	249,6	770,4	823,9
50,6	634,1	-906	-927,6	-331,2	-16,2	-981,9	387,7	-735,8	-870,5	-132,1	485,2	-761,3	-980,8	292	-653,6	907,4	-928,3	-675,3	614	921,1	-483,5	-17,3	-847,6	511,2	978,3	-559,7	-817,6	67	765,2	-909	926,1	564,7	-704	0,8	305,3	-127,9	983,9	-128,2	38,4
618,2	422,2	-961,6	-702,3	813,2	-395,9	418,8	-968,8	-694,5	-210,7	-700,9	28,7	-450,5	820,6	-443,1	-982,4	487,5	147,2	183,1	-10,9	-771,9	954,5	-772,3	-613	802,8	586,8	468	-638,9	717,5	111,6	990,8	-304,5	-638,2	-578,8	412,2	45,4	-756,3	-298,3	-921,3	172,5
3,9	-743,9	525,3	-313,1	580,9	560,2	-130,4	626	18,9	76	-481,2	689,3	-828,5	-772,9	392,7	368,8	854,9	321,1	322,7	-44,3	-109,1	963	824,7	-473,4	515	379,8	-232,2	203,1	-777,6	600,7	688,1	-35,5	316,3	-770,7	911,9	809,5	-634,5	-584,5	-372,1	-645,7
-932,7	840,3	510,5	696,8	-208,2	76,5	-101,4	-42,4	-904,3	-342,1	-7,4	-643,3	-917,7	-955,7	-474,4	663,9	-744,7	-717,8	543,5	-4,9	-263,6	-121,9	345,5	175,3	409,9	-284,5	-701,8	213,7	-7,8	-174,2	735,8	-728,3	-749,9	-348,6	997,6	605,5	25,3	877,1	-788,7	903,3
-469,4	-164,8	52	-760,1	830,5	232,8	196,1	720,7	-35,8	495,8	861,6	-993,1	-315,7	709,3	-327,9	639,9	873	-790,5	-871,8	979,6	-731,7	-976,3	616,5	-159,5	25,3	904,3	-38	-625,8	946,7	-898,5	603,6	825,8	882,2	-333,9	-547,2	-67,2	358,6	-473,5	-20,8	241,1
506,1	-37,4	-384,4	682,4	-564,7	723,2	310,7	-411,6	-238,5	505,3	-413,9	-809,8	443,9	-815,9	-944,3	36,9	768,5	-566,9	68	-330,8	268,1	-957,1	-514,9	36	859,1	-617,4	57,2	806	-643,6	-884,6	-736,4	-16,9	662,8	-584,7	478,6	372,1	757,3	995,1	119,9	330,3
-365,3	-821	-325,2	-278,2	469,9	677,9	533	-255,1	972,6	-97,5	-292	776,3	-201,3	-405,7	-55,8	-207,4	-359,3	337,5	817,6	-90	542,7	851,4	-385,9	-963,9	-641,6	-239,7	-559,4	-950,9	-726,2	722,4	554,6	-209,2	416,1	207,6	-540,1	969,3	-917,5	988,8	-165,5	62
612,6	-276,9	-274,2	968,2	844,3	-790,8	-940	732,2	-541	-853	117,7	-813,8	469,4	475,2	-463	-958,3	722,5	250,6	139,6	586,9	-577,7	668,6	-150,2	-441,2	-127,2	-734,2	-617,6	-880,8	152,7	478,4	337,6	-503,4	-175,1	653	431,6	-676,3	794,3	950,4	-229,3	993,1
218,4	-473,2	-421,7	306,1	-367,9	-605	732	-570,2	-717,7	-597,8	-973,6	-547	394,7	-386,2	156,3	-369	-962,1	45,7	-799,1	981,8	-457,8	-69,7	-692	-673,2	-88,1	687,2	211,2	-572,5	-671,2	699,9	368,9	339,4	319,9	600,1	-750,1	703,9	-23,9	-697,3	619,1	199,1
44,7	-43,6	566,1	41,3	-457,9	153,4	28,9	-221,3	207,5	-998,2	-487,7	610,2	-654,4	872,6	-680,3	944,3	-834,8	220,2	274,6	-103	-382,3	520	-489	-252	-379,2	332,1	-293,4	-957,1	-291,1	917,7	730,3	-717,3	-447,7	-684,4	677,7	-297,7	-583,9	-265,8	-171,6	-241,4
-204,3	-252,2	-246,9	-403,3	161,6	-368	-625,8	-740,9	-246,8	-543,8	61,6	-981,4	293,8	-932,9	75,8	-431	-610,1	-337,7	508,4	805	-711,4	670	976,5	257,3	439,7	-459,1	857,1	230	392,7	-274,7	712,4	-718,1	80,5	415,9	-200,1	244,8	975,2	-368,3	352,4	578,3
-176,7	-356,4	-610,1	340	804,5	-708,6	885,4	-790,8	-571,2	818,9	259,9	-35,2	-421,9	-841,8	-515,9	452,1	550,2	372,9	392,2	-434,9	687	147,2	-441,5	-366,9	347	-789,5	16,4	-395,3	371,3	-350,6	236,9	600,8	532,6	653,4	374,6	939,6	5,4	-710,8	883,9	140,3
-959,4	779,1	429,7	940,6	209,8	297,6	-185,1	-793,4	445,7	-220,9	-581	-636,3	-375,6	933,6	-967,6	239,7	-856,5	589,1	458,8	150	286,1	90,4	-701,7	43,3	67,8	969,1	-61,1	-232	-626,1	354,5	-723,6	-697,5	107,2	-333,2	699,1	-302,4	-579,3	622,1	985,6	53,7
