52	75	88	71
78	92	33	16
87	83	97	93
28	30	32	17
97	90	49	36
57	32	25	56
61	23	71	50
34	42	98	30
25	87	96	59
36	63	42	90
66	95	56	49
61	36	62	65
55	77	77	11
73	21	56	42
86	32	12	86
19	93	90	23
93	89	34	57
66	67	32	28
97	80	42	78
47	20	95	37
25	16	10	22
44	92	69	40
67	46	48	86
66	52	30	63
15	89	38	42
15	90	34	21
99	98	63	73
87	89	22	44
73	98	91	15
61	41	56	31
95	89	42	71
35	78	67	42
54	68	57	69
69	82	74	32
77	39	86	59
17	97	32	10
73	43	13	12
19	66	91	40
19	31	80	36
14	51	32	92
78	67	33	60
65	13	82	78
37	55	67	23
20	65	54	94
12	90	44	94
55	59	59	99
66	75	39	37
16	19	52	70
16	83	23	13
63	64	67	92
49	96	37	89
88	32	39	99
16	53	83	91
61	25	39	73
10	23	83	84
29	77	40	93
91	92	66	59
69	47	49	67
84	80	52	84
63	99	32	43
47	34	93	66
36	22	53	93
20	91	46	12
24	86	34	52
24	76	72	21
30	70	99	81
29	55	97	55
67	98	10	19
57	94	56	26
92	43	50	90
76	75	79	42
71	62	81	23
65	23	72	60
65	94	91	52
25	86	24	40
29	30	55	70
86	30	18	91
54	75	64	30
14	27	87	90
43	31	95	96
97	52	97	63
89	61	48	89
51	16	20	63
45	14	80	93
89	40	70	64
97	99	33	84
98	34	58	84
43	32	55	27
93	36	74	26
97	16	33	57
39	50	12	30
66	82	42	40
90	37	64	80
27	58	36	10
22	59	63	26
62	66	54	28
91	75	76	73
57	32	38	87
61	89	24	51
66	72	94	19
49	79	33	58
79	87	85	47
10	38	24	16
25	61	91	99
94	29	49	14
33	44	21	40
89	71	44	99
21	51	27	75
69	46	90	52
33	75	18	66
15	81	94	60
30	40	29	20
45	76	55	31
38	93	25	31
74	43	25	99
58	38	96	18
57	35	54	69
18	77	83	74
81	31	17	10
93	91	69	97
39	59	86	93
71	65	94	71
91	44	21	94
19	31	85	20
61	19	50	67
52	35	25	44
66	69	99	51
98	49	60	73
53	82	22	98
46	20	22	83
72	16	58	61
29	18	28	12
45	50	59	76
32	45	69	19
70	70	21	71
78	97	52	95
41	23	41	89
60	21	47	46
89	30	58	29
12	33	46	88
11	51	13	64
11	94	87	67
32	66	33	56
32	18	69	52
20	97	33	53
50	22	92	67
55	61	63	55
90	19	77	15
66	33	79	18
33	97	11	17
93	63	93	39
14	27	60	34
89	12	29	77
70	12	77	13
23	41	64	30
86	27	24	19
52	20	84	86
91	67	34	25
72	59	52	71
63	14	12	36
31	29	97	86
61	98	73	45
87	13	50	28
78	27	43	80
13	77	61	64
63	89	92	87
82	24	88	46
33	22	98	28
93	94	88	73
69	18	33	80
45	71	32	46
53	67	43	37
72	16	86	16
72	25	14	43
65	29	24	45
18	88	88	13
55	65	21	32
21	92	52	76
65	79	70	25
86	18	82	13
53	14	90	23
26	56	87	48
64	78	39	47
16	94	63	22
80	73	37	11
86	58	99	72
10	16	85	24
51	74	98	33
64	14	13	25
87	49	33	67
92	54	69	54
80	76	89	21
67	57	24	38
57	93	25	12
41	96	40	45
75	70	21	33
46	35	42	16
55	47	40	16
74	85	86	20
16	89	74	64
93	34	31	60
96	23	34	60
20	65	65	97
41	25	18	20
20	62	19	46
56	19	29	34
85	95	57	14
22	14	81	81
41	22	80	73
19	29	88	44
90	81	63	58
40	25	84	28
86	93	99	72
25	17	61	76
37	44	36	88
98	82	45	92
36	31	85	56
14	41	98	95
97	30	62	13
47	22	18	27
12	68	22	80
56	55	75	84
58	79	91	97
65	18	53	74
83	19	66	86
17	81	32	53
85	73	28	63
68	18	14	15
59	66	23	84
27	38	65	62
38	69	43	75
92	11	36	24
74	32	31	58
84	61	38	77
56	14	47	33
27	95	81	53
78	26	70	72
25	40	53	18
66	82	90	71
36	44	65	59
66	10	88	79
34	32	19	82
97	30	82	75
58	62	58	60
54	18	30	50
73	24	75	57
82	39	32	96
77	38	91	49
93	30	71	79
46	10	24	16
74	85	15	50
58	80	47	62
20	56	62	25
67	97	86	93
30	70	19	87
33	47	50	20
73	99	69	39
97	34	82	92
96	90	39	89
46	68	55	34
48	24	31	28
13	75	27	34
20	40	36	81
21	87	32	34
42	25	93	68
39	41	30	35
65	91	25	48
59	78	51	41
31	16	57	22
66	63	57	13
59	45	30	76
32	30	62	36
71	55	92	56
28	24	88	49
42	46	90	46
36	68	80	55
76	84	27	84
29	71	49	19
38	25	24	74
76	23	11	98
51	75	17	76
23	54	84	49
64	50	17	11
87	37	18	36
57	75	78	40
27	32	26	30
22	67	82	60
10	77	50	75
74	86	99	16
88	17	22	82
48	15	74	12
75	96	76	78
90	38	64	89
97	67	56	27
20	86	42	30
71	76	72	85
19	19	44	91
16	92	79	24
14	10	72	85
46	32	19	25
30	60	94	91
61	73	53	81
99	33	90	69
80	94	72	77
14	88	42	19
19	24	57	15
48	66	56	37
58	25	52	73
43	48	97	48
80	19	12	14
52	59	41	42
42	27	84	15
46	26	48	96
42	77	63	81
65	51	98	27
65	90	94	10
10	21	52	71
88	35	24	84
40	40	46	65
27	10	10	22
13	56	31	82
10	61	24	92
52	33	84	99
34	73	77	64
17	62	78	35
34	15	43	14
65	89	82	33
54	90	69	91
37	20	32	96
17	56	46	57
54	33	46	74
50	77	95	91
94	27	19	70
63	51	61	97
44	14	85	31
96	40	81	32
78	68	86	26
42	52	17	63
76	94	77	47
20	11	61	74
65	94	48	93
49	47	25	65
19	96	73	18
35	41	93	92
20	44	97	45
49	36	47	83
95	78	17	81
83	29	92	72
94	37	52	89
80	30	69	71
79	17	69	84
31	96	13	16
23	99	42	65
40	88	92	89
15	48	31	64
83	91	18	94
29	66	76	71
87	19	32	52
86	26	86	68
94	95	86	21
91	38	79	78
40	85	15	88
40	88	19	99
56	33	71	45
31	65	50	93
89	62	63	49
88	14	96	83
91	87	97	64
12	14	44	95
97	17	87	83
71	33	50	30
35	88	86	72
78	32	65	87
35	91	35	83
69	35	16	56
27	31	54	36
81	74	79	81
64	64	76	93
12	10	35	47
79	48	56	38
16	81	13	90
46	27	94	42
14	43	59	64
13	52	84	57
71	25	42	93
68	99	69	45
79	74	25	95
99	71	89	82
47	69	44	31
68	51	71	10
37	63	99	35
90	49	19	99
46	58	58	33
39	27	63	61
42	63	12	64
11	81	20	18
26	38	68	37
25	75	90	35
59	61	89	51
88	20	20	38
51	88	19	64
73	61	45	69
19	39	11	77
17	89	30	52
64	37	37	50
81	74	60	16
90	70	82	62
38	29	14	62
64	40	31	67
30	59	21	37
98	89	68	60
23	60	68	77
99	10	38	92
49	56	49	97
88	85	68	44
34	16	69	48
31	62	33	67
10	12	31	70
77	60	37	68
63	11	38	90
73	20	24	51
23	31	33	47
17	90	30	20
46	76	70	23
46	35	78	40
38	58	99	36
32	77	79	85
21	48	81	16
78	79	83	13
87	39	26	96
87	40	24	23
47	41	83	44
64	32	96	87
40	21	44	27
98	95	63	58
67	51	75	80
98	42	13	65
91	62	66	69
80	64	47	84
56	82	95	67
75	94	98	45
91	77	66	25
96	65	12	23
32	28	41	25
78	54	75	73
43	58	79	57
84	56	17	61
14	43	68	92
24	96	51	20
24	61	33	61
37	51	80	24
31	29	35	64
43	97	18	73
49	57	51	69
88	60	49	45
82	13	64	24
81	35	28	78
43	76	93	21
84	17	13	62
26	87	77	46
67	20	64	41
76	12	45	84
27	64	21	98
18	79	39	59
73	63	39	45
80	56	86	98
94	36	27	15
71	70	86	88
41	41	19	52
30	96	15	15
47	58	27	16
13	80	28	97
29	25	46	72
90	46	16	99
47	92	51	22
42	54	87	38
84	51	81	69
46	18	21	70
90	52	89	78
25	94	47	78
84	90	15	28
54	16	15	17
58	93	89	83
78	43	77	96
81	35	45	14
95	13	72	94
48	17	19	23
93	45	62	78
39	13	13	67
97	62	16	52
81	26	50	50
58	54	11	33
50	43	20	34
50	83	76	53
43	81	98	75
78	31	78	66
42	97	30	56
31	67	69	79
49	43	39	82
95	93	78	13
23	86	62	20
10	27	75	52
36	76	45	34
53	23	64	33
83	24	97	72
99	51	26	95
85	53	74	70
56	44	20	51
13	92	27	23
73	98	15	29
82	38	54	71
98	89	90	26
59	11	79	49
83	11	75	49
19	12	23	33
90	97	83	28
11	46	96	68
56	98	13	56
66	53	93	45
12	22	77	43
71	33	65	21
79	25	31	43
10	15	72	96
23	15	20	28
85	98	28	63
66	19	77	82
78	30	50	57
78	80	84	52
40	77	69	33
61	81	96	42
96	11	59	19
73	14	11	71
69	48	48	16
80	65	24	48
42	30	68	77
17	38	94	78
84	22	45	54
77	70	40	72
73	79	23	91
91	38	63	79
95	67	57	16
76	42	82	26
45	19	33	82
56	13	93	77
19	35	51	64
62	16	76	95
79	75	25	73
27	64	38	58
44	88	23	95
64	55	41	25
88	44	85	12
70	25	93	55
70	66	86	25
69	94	59	89
92	75	44	25
31	21	56	24
16	75	60	70
44	89	22	79
11	71	83	25
77	11	98	97
70	95	51	67
23	99	70	69
59	68	79	57
94	15	26	12
79	81	80	66
30	92	28	32
29	22	59	44
20	33	93	37
45	29	52	15
43	92	35	89
71	85	96	44
88	25	85	20
31	80	47	14
46	19	44	30
70	22	88	12
60	38	74	93
38	66	39	34
44	26	25	44
95	48	82	25
64	81	48	62
33	57	14	74
59	96	94	26
59	50	91	96
64	51	23	21
30	94	10	82
32	39	73	33
78	90	22	67
81	62	64	97
48	32	98	94
55	56	85	42
22	68	36	53
39	57	32	55
29	33	70	62
68	38	33	16
11	87	26	76
98	95	15	93
75	54	40	18
20	63	68	62
34	40	18	91
24	61	46	34
27	33	79	40
35	52	59	83
43	51	39	81
75	92	62	22
15	69	71	56
71	78	34	61
47	59	80	73
51	74	10	96
68	13	85	56
82	10	36	61
32	98	33	74
57	62	32	62
56	27	98	37
84	70	66	35
10	92	66	97
11	83	24	39
70	52	73	21
48	35	16	57
89	52	47	55
51	15	57	87
21	44	11	72
39	42	36	82
73	47	93	67
14	53	86	14
59	64	18	36
58	55	21	38
95	36	37	97
36	50	11	71
15	99	33	44
52	58	79	75
97	28	53	67
57	36	75	73
84	31	97	42
47	19	96	84
64	52	25	20
60	40	74	11
99	75	45	74
77	82	70	24
99	74	37	79
83	11	91	25
43	61	95	31
54	13	43	52
26	62	73	27
18	86	32	89
65	49	81	58
89	25	45	11
58	49	58	24
47	80	24	74
73	48	27	91
47	10	19	87
97	78	11	74
94	80	46	76
39	67	42	22
77	13	59	14
37	71	58	91
27	31	90	48
88	15	58	10
80	48	84	93
67	43	47	64
16	16	15	28
43	51	14	43
36	30	19	96
72	89	97	69
33	19	42	80
38	29	65	86
93	33	93	33
20	26	71	16
47	10	25	37
59	39	87	89
77	45	78	42
97	74	35	34
23	85	28	56
12	36	86	35
56	28	90	95
32	94	14	74
99	42	76	40
58	55	61	88
46	91	47	13
61	82	68	58
32	52	61	96
59	55	82	57
12	69	60	90
80	19	87	47
57	75	98	61
64	80	86	44
50	35	56	70
57	80	79	40
12	72	13	75
77	40	56	10
51	94	30	37
57	54	10	49
79	68	48	34
77	23	90	80
99	40	57	88
84	72	32	90
34	34	86	64
55	15	28	25
12	80	39	95
44	34	78	13
63	50	76	55
21	47	42	19
84	32	19	70
54	82	83	52
72	95	74	26
29	10	61	18
60	93	28	95
83	58	40	84
18	72	18	53
79	70	69	84
62	50	36	87
68	75	59	11
20	85	33	36
90	14	24	55
96	51	99	81
99	86	31	47
58	41	77	83
19	66	41	73
18	98	39	33
32	49	81	42
75	56	24	56
21	51	55	78
81	54	22	37
79	17	50	16
33	72	50	98
98	21	75	31
59	15	88	58
11	27	31	54
68	21	62	50
63	85	11	31
25	99	74	40
13	16	25	37
99	75	34	92
76	65	63	39
62	86	95	98
22	19	10	33
22	20	54	51
60	41	57	94
95	11	94	24
93	87	70	77
98	31	71	30
38	14	76	98
93	15	92	71
89	30	82	32
45	17	69	44
61	92	80	89
35	49	33	34
90	48	34	33
56	64	59	52
89	18	32	97
72	14	47	64
90	61	37	25
46	33	86	58
54	82	68	13
51	96	59	90
80	57	27	43
52	69	82	70
30	11	68	70
38	20	19	67
32	78	11	35
16	50	28	70
75	55	57	98
42	44	93	99
76	50	25	81
52	24	97	36
40	87	91	94
11	56	92	86
12	50	22	93
75	54	69	87
94	27	19	54
81	62	30	39
92	52	91	72
88	63	63	65
86	51	17	91
35	38	31	79
98	54	19	92
23	78	47	74
48	36	62	81
59	58	49	57
22	90	14	16
52	19	28	43
53	41	50	20
48	43	99	69
19	25	88	13
59	89	35	75
76	89	73	66
17	49	13	45
14	60	14	80
17	85	51	75
26	59	80	35
97	12	10	74
62	84	52	83
63	67	84	13
98	40	63	18
59	21	18	95
73	47	59	97
26	18	48	62
15	49	38	46
30	17	30	62
49	11	48	77
86	95	72	16
86	93	15	49
24	34	54	49
55	29	32	94
59	11	27	20
52	90	55	50
72	99	82	29
30	46	41	18
21	43	89	22
95	62	81	61
30	79	54	84
85	78	61	18
95	48	64	64
25	51	35	91
18	87	23	71
25	22	15	37
90	18	94	51
92	55	98	99
52	85	32	17
73	79	34	59
54	36	89	81
42	66	83	13
72	73	34	16
87	53	22	10
69	53	36	29
33	64	16	44
45	87	55	69
63	29	23	60
36	72	94	96
78	60	26	95
30	67	34	89
11	10	69	53
77	59	49	95
84	27	64	58
68	40	61	78
97	58	39	30
72	48	20	94
78	63	66	71
63	59	69	93
76	33	98	38
61	95	68	48
89	15	55	56
53	70	49	94
39	49	54	18
30	61	93	11
18	70	68	34
74	59	11	15
76	79	72	22
73	18	19	71
92	19	75	98
37	78	90	49
99	12	66	53
28	46	30	90
93	68	43	96
60	76	42	20
22	52	31	98
98	95	70	20
96	68	62	22
74	22	28	49
36	87	29	45
34	76	79	79
61	45	79	33
57	80	68	52
33	76	20	61
34	16	31	97
47	58	93	41
34	32	86	89
32	26	90	55
60	89	39	40
93	54	76	74
59	77	67	16
27	54	81	35
12	52	48	43
34	94	78	74
17	85	64	84
45	77	90	56
92	81	28	85
57	64	79	14
77	44	64	38
17	50	95	83
98	75	12	32
73	22	83	36
50	63	34	75
31	34	62	13
70	24	74	24
72	31	35	19
95	81	17	40
26	79	95	46
45	80	52	66
23	19	89	14
83	88	91	84
84	11	87	58
52	86	73	64
68	56	94	23
52	38	25	47
89	71	17	15
62	41	31	66
17	89	32	84
24	91	46	70
58	16	87	23
67	25	76	95
54	72	54	30
22	93	82	98
21	64	16	76
79	33	20	45
60	91	55	34
82	83	94	64
47	65	35	66
44	45	12	28
30	19	48	56
94	99	21	77
43	14	40	12
63	27	29	24
38	99	27	14
56	38	50	42
44	31	92	80
50	52	98	33
82	72	27	93
42	34	33	25
27	25	87	44
31	92	44	79
65	59	79	76
22	22	59	39
20	28	96	13
65	81	33	54
31	15	35	61
28	43	57	53
58	18	29	78
33	92	51	66
30	75	93	25
99	29	83	44
49	68	89	45
60	33	27	92
79	64	16	88
11	99	27	58
72	40	66	17
56	21	19	90
98	59	22	82
90	29	83	55
10	75	59	57
65	68	15	74
10	12	35	68
19	11	82	32
49	24	37	18
29	52	34	87
82	25	71	63
97	81	19	48
87	15	44	31
96	34	54	83
88	47	61	79
85	47	51	47
23	44	28	23
84	40	71	92
38	92	43	75
43	79	15	33
95	97	50	95
45	63	92	18
60	40	71	99
53	87	30	45
65	62	62	83
96	13	86	90
15	42	27	33
25	94	32	52
30	47	62	11
98	30	43	41
56	59	69	34
42	45	67	43
41	77	11	97
27	22	48	56
58	65	78	94
28	99	60	42
75	70	54	55
56	72	92	74
80	37	89	76
53	45	65	27
85	82	87	23
91	80	75	55
42	85	34	78
71	32	56	42
55	29	73	45
31	76	11	85
82	44	42	19
93	82	40	68
76	97	47	44
94	12	20	77
30	89	33	89
65	18	52	76
25	78	89	30
98	52	24	10
89	92	87	69
57	82	39	66
29	65	34	49
93	21	53	41
85	40	64	14
97	18	27	85
51	87	19	71
37	11	63	38
83	78	85	33
59	54	49	24
87	99	82	87
59	37	83	21
49	65	53	86
