124	78	245	107
203	159	41	183
99	135	205	62
246	247	72	118
210	160	206	87
236	85	52	167
64	87	245	168
25	39	146	139
171	171	195	206
50	111	212	92
216	107	13	204
218	145	43	21
206	206	235	154
108	37	10	59
17	234	17	141
238	132	98	92
189	24	25	18
136	219	248	229
50	126	146	200
123	54	113	88
247	98	82	37
38	228	114	107
104	204	88	84
38	235	59	104
204	135	245	250
84	23	116	227
223	111	206	39
94	34	164	81
31	29	97	180
158	237	28	194
85	105	201	70
95	96	15	166
108	158	209	133
231	163	56	207
15	23	186	249
186	137	98	229
77	160	179	236
215	239	181	71
193	139	204	84
200	226	127	51
139	46	110	212
136	32	177	200
38	84	232	17
53	177	244	139
71	153	34	166
18	162	240	157
45	242	107	29
242	132	149	227
66	222	238	210
131	57	146	212
218	91	31	135
72	14	47	114
82	204	32	17
200	142	158	198
58	166	30	183
16	174	242	167
239	194	120	170
227	107	233	153
248	14	203	248
101	159	83	246
75	217	136	89
151	133	132	214
135	130	32	78
28	85	169	114
166	213	145	120
122	141	159	84
192	107	107	61
141	35	11	74
105	60	49	30
215	133	197	216
115	234	188	105
245	212	225	123
53	179	161	148
73	20	66	15
154	97	89	74
24	35	236	242
55	174	35	74
176	221	173	232
212	146	60	104
19	76	43	156
131	159	195	101
195	137	239	54
86	95	162	232
149	157	240	80
233	111	179	168
238	231	190	134
81	74	242	99
156	143	220	38
45	206	185	44
208	244	112	198
72	137	204	68
185	99	17	210
60	110	220	222
112	141	19	110
87	32	241	74
92	96	10	219
136	170	179	173
22	90	154	134
205	212	90	139
209	142	209	142
54	154	15	108
49	189	15	215
130	124	110	102
123	241	50	165
115	207	79	207
100	77	52	77
165	246	108	192
139	37	157	233
241	172	205	241
24	73	74	183
121	214	112	166
30	22	117	34
183	210	59	123
119	237	168	187
152	116	104	72
201	190	60	96
126	30	121	178
112	20	35	129
116	131	177	90
234	240	55	144
11	131	47	130
80	33	240	198
102	223	229	76
79	121	226	56
28	50	206	138
180	180	47	47
153	207	185	211
85	83	236	133
176	15	197	188
114	105	217	147
33	195	49	184
196	60	204	148
94	175	169	193
22	194	241	119
37	224	132	178
236	127	197	142
155	158	153	38
141	181	220	166
154	52	193	75
191	147	167	148
157	27	223	108
165	144	86	250
211	194	176	146
162	49	148	21
37	37	122	122
14	83	42	104
118	45	194	187
247	128	249	33
102	247	223	35
72	231	58	117
163	124	208	196
131	56	104	82
149	177	122	71
140	88	200	80
80	117	239	172
213	80	117	122
138	58	162	201
109	209	109	209
183	80	108	191
237	158	40	131
191	207	213	93
223	194	21	235
222	131	133	146
246	62	75	48
193	10	225	10
23	90	180	99
19	149	168	117
95	89	124	116
46	11	168	216
139	234	171	17
212	65	52	173
74	15	14	88
135	201	167	175
79	160	218	111
57	161	47	109
104	210	91	186
190	76	142	53
64	52	60	80
25	122	202	87
71	22	74	222
196	105	74	217
14	209	18	218
183	92	194	110
206	244	40	158
28	123	242	199
21	97	100	78
111	90	43	206
85	139	85	139
123	148	170	125
188	156	244	45
100	196	93	216
149	50	145	35
92	157	237	109
219	92	85	56
227	202	206	34
