16	14	25
241	227	50
358	247	267
149	153	79
55	15	16
256	169	304
187	134	285
49	169	36
33	209	129
209	252	209
286	55	276
51	42	72
7	109	104
108	144	181
295	266	510
224	207	300
75	123	75
214	107	286
99	23	5
331	280	262
81	72	136
150	131	206
297	406	185
206	384	283
280	288	187
58	281	14
149	175	43
6	49	74
167	285	257
265	39	234
138	21	125
185	104	153
155	300	29
376	262	175
332	182	223
77	106	72
136	12	297
37	233	251
28	77	70
364	220	198
47	226	192
69	119	73
227	222	232
176	134	59
231	415	265
179	110	93
33	8	6
235	253	134
117	173	67
74	260	269
102	202	262
135	61	23
183	70	119
220	127	173
72	267	211
466	260	253
228	391	187
296	51	6
125	202	264
55	197	188
172	151	172
136	261	381
226	257	279
20	48	52
135	54	56
208	301	223
101	25	100
263	307	229
67	149	141
12	129	258
84	14	73
108	36	101
235	61	218
161	109	66
388	182	249
192	294	40
137	171	297
258	12	288
167	38	38
60	91	109
96	265	247
135	280	331
269	461	297
180	26	149
316	224	171
7	193	86
280	120	344
92	12	42
218	106	158
211	143	93
200	75	222
204	228	220
261	34	285
253	19	44
221	368	250
289	205	386
250	101	78
147	131	72
124	78	81
285	168	106
223	225	398
218	126	35
257	240	250
396	80	404
9	86	122
51	147	188
87	257	215
296	182	476
171	61	117
28	195	197
148	35	259
253	151	26
95	12	24
123	248	236
345	223	145
159	195	293
171	236	162
155	212	299
260	276	262
24	61	146
110	38	242
79	94	162
127	62	155
199	69	177
227	406	224
269	159	259
272	389	187
66	43	25
200	215	149
120	201	285
42	114	92
282	110	368
348	162	279
40	139	105
119	320	217
191	256	274
220	197	146
215	105	276
284	201	433
65	33	56
270	134	264
110	74	74
247	330	241
133	139	127
37	168	189
23	52	57
251	4	76
48	148	140
503	245	287
34	51	20
70	131	196
108	100	8
9	69	64
216	176	100
228	284	271
280	351	449
115	201	261
81	131	253
51	105	61
255	28	7
94	234	20
255	188	354
66	7	29
290	286	48
196	177	78
11	259	294
224	109	255
449	280	351
228	154	242
213	113	67
152	199	262
172	229	213
229	216	160
150	135	270
96	169	254
150	197	123
239	233	283
35	229	244
264	229	211
69	183	225
34	18	36
58	37	82
193	184	262
161	290	215
44	240	240
111	202	140
273	221	60
147	101	90
137	154	22
232	181	100
115	115	160
129	238	169
146	119	214
162	50	243
143	261	315
78	77	122
17	144	145
286	69	18
193	53	192
147	159	235
122	45	78
69	185	216
198	296	181
19	181	180
218	219	104
285	563	282
42	172	180
133	194	166
56	214	92
11	197	115
162	74	28
319	235	117
21	45	8
9	211	291
103	146	86
5	12	13
330	188	143
224	220	82
45	105	140
272	269	176
291	57	44
7	269	72
263	345	299
136	265	268
278	243	225
282	131	254
110	92	42
163	129	29
141	212	163
149	170	99
230	194	106
145	90	138
109	8	196
153	62	119
64	15	59
182	219	400
110	67	111
288	159	278
35	135	220
29	277	261
148	48	140
237	137	124
227	305	96
96	14	139
68	32	60
192	223	222
222	164	305
199	91	273
12	264	190
103	231	120
298	235	98
139	231	97
182	44	27
126	227	237
103	52	146
13	258	53
76	71	54
205	274	165
437	274	175
211	275	52
86	24	127
262	45	178
125	121	203
163	171	51
84	284	86
115	178	252
223	207	55
149	109	108
153	104	185
13	159	146
148	152	44
80	144	146
244	335	256
46	141	62
239	330	226
242	244	270
197	163	103
226	260	111
29	38	67
148	64	139
21	23	70
111	257	48
292	436	168
119	164	111
48	52	20
252	76	194
59	127	278
182	129	247
419	170	296
312	169	173
63	99	40
15	45	33
61	52	102
149	51	140
135	255	290
334	295	175
232	165	136
255	272	341
182	170	251
93	485	476
101	236	320
81	192	117
10	126	126
240	29	267
37	94	47
263	207	221
210	355	212
24	34	121
130	266	121
49	148	215
277	84	85
253	134	20
248	346	129
268	420	222
100	283	318
75	195	131
203	470	269
176	160	197
187	127	204
39	200	105
285	282	242
82	5	16
89	290	330
43	140	278
191	82	268
40	269	283
151	89	233
227	229	297
331	262	103
58	8	56
470	256	268
273	235	182
218	291	170
89	162	194
197	239	252
145	132	173
32	280	294
179	276	283
297	4	78
126	106	132
195	298	231
140	221	171
234	92	288
54	121	102
133	225	207
88	224	129
214	266	188
32	40	24
128	129	153
183	88	17
74	249	255
94	152	131
123	33	282
262	71	173
142	234	232
21	220	221
40	43	287
286	290	48
239	294	346
135	281	140
77	45	124
300	204	311
257	41	70
541	296	283
64	63	17
27	46	18
253	424	239
291	226	115
230	99	313
207	96	144
143	157	126
18	117	117
76	216	106
123	114	190
208	297	285
70	162	215
118	185	201
